,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
FIG4,0.16726902,0.15343122,0.21069932,0.28162766,0.3261514,-0.2184355,-0.1113725,0.13796674,0.19890028,-0.28530264,-0.17862938,0.2355487,-0.25223428,0.25493866,-0.005814299,-0.39720088,-0.11716626,-0.08080857,0.07668311,-0.10965371,-0.19542207,-0.060421683,0.103784315,0.18913731,-0.1256246,0.02531355,-0.1514813,-0.22669867,0.0051091835,-0.527803,-0.19313984,0.04485445,0.14224416,-0.060889985,-0.32718208,0.42878404,-0.24576588,0.18346855,-0.49371728,0.11543217,0.15091519,0.14947328,-0.3513583,-0.5364046,-0.12261392,-0.16769026,0.09862864,-0.005439987,-0.22195446,0.20315027,-0.23762147,-0.09297232,0.37007794,0.3667211,-0.45913714,0.37569875,0.17848177,0.2407852,-0.32281917,-0.13999535,-0.049257435,-0.07671028,-0.18700406,-0.141056,0.17269313,-0.15846805,-0.44097516,0.3363319,-0.22638805,-0.073097065,0.027401173,-0.14292987,0.26706216,-0.08353946,-0.061885282,0.2840269,0.070976414,-0.24218385,0.18526986,0.0457846,-0.101624675,0.3045824,0.16986574,0.078520454,-0.5303116,0.3574721,-0.1319462,-0.35913736,-0.17607364,-0.51850736,0.11480283,-0.8428031,-0.22468962,0.28072384,0.056111075,0.40974715,0.1941866,0.005256551,-0.29631612,0.31748992,0.35554102,-0.046494585,-0.6631864,0.21052462,-0.19677378,-0.37600914,-0.121174715,0.1728902,0.18734728,0.5222135,0.42901102,-0.77925587,0.15732339,0.22869208,0.04448813,-0.34969983,-0.18862805,-0.07408237,0.47132233,0.39297563,0.025442183,0.31309175,0.025039958,0.0791022,-0.07151947,-0.24173997,0.07849016,0.108334385,0.0014279481,0.47778493,0.30475152,0.13561034,0.3430598,0.2170166,0.083999395,-0.30943456,-0.07295999,0.18103106,0.029380443,-0.21010755,0.13166872,-0.1983808,0.02645946,-0.26954108,0.2915512,-0.12855352,0.035670605,-0.22416776,-0.351933,-0.0025122243,-0.020672131,-0.07721789,0.26868123,0.43635756,-0.18180028,-0.023371685,0.0012658293,-0.03165501,0.25243482,0.05034985,0.14667667,-0.12682688,-0.3679439,-0.37441692,0.1328962,-0.51466674,-0.1759873,0.031175815,0.21332873,0.011177644,0.05551432,0.09420814,-0.20145781,-0.11191527,0.19331373,-0.2656905,-0.5809323,0.4523529,0.028744556,0.14497316,0.15603784,-0.07278701,-0.25209,0.04700429,0.11558169,0.6235079,0.33718556,-0.008339179,0.20639707,-0.41139066,-0.1185559,0.1375275,0.4858685,0.18398501,0.08499287,0.15878214,0.16101313,0.052762017,0.30809197,-0.32998422
FKBP11,-0.014191556,-0.16276217,0.18320061,-0.060202744,0.35450006,-0.16778465,0.16520879,0.264355,-0.040078226,-0.053123284,0.3389361,0.14452069,-0.20760758,-0.06582642,0.17298993,-0.42912856,-0.33884808,-0.51309484,-0.16069722,0.15480028,-0.44187152,-0.26926297,0.0016342277,0.45371404,-0.18245235,0.5092801,0.004109415,-0.51133996,0.28349474,0.46583417,0.2584046,-0.03828699,-0.18579811,-0.0036548874,0.04668338,-0.060890824,0.081139036,0.042714413,-0.1900323,-0.20523989,-0.3697863,0.1242775,-0.19405736,-0.18180092,0.15267682,-0.10132802,0.20289882,-0.009260202,0.20607124,0.08786813,0.20301498,-0.005817712,-0.17901933,-0.086725466,0.1287476,0.22163206,-0.54837626,-0.10135254,-0.08855732,0.14995648,-0.20414478,-0.46323946,-0.04711128,0.2171263,-0.091487,0.12454388,-0.02994931,-0.027888339,-0.3032443,-0.2439798,0.034837138,0.047742553,0.16664077,0.26540875,0.09691915,-0.068985626,0.0986616,0.056940928,-0.14517988,0.52535963,-0.0881659,-0.27978748,0.48999214,0.005083674,0.09238484,-0.0056382013,-0.22567639,-0.4917541,-0.11786871,-0.37484533,-0.10928951,-0.10437213,0.29726875,0.22988085,-0.47366002,0.09590105,0.18118311,-0.10747671,0.16204102,0.05764094,0.28925148,-0.12578787,0.016857754,-0.14589767,0.098523326,0.123579964,0.3879049,0.25856903,0.058261495,0.22901121,0.11363807,-0.19011755,-0.1243153,0.021769961,-0.07323386,0.32442093,0.21926501,0.022348547,-0.087458745,-0.0691759,-0.25196543,-0.12937616,-0.21613717,0.16953196,-0.042677604,0.024719613,-0.11569197,0.22010179,0.14431651,-0.0653736,-0.21503718,-0.015966548,0.1358009,0.15536427,0.29685444,-0.19221802,-0.088100746,-0.22488558,-0.0361161,-0.04798172,0.010362263,0.065005325,0.03037298,0.13005777,-0.09522271,0.16234174,-0.21386465,-0.3477519,0.18708444,-0.18626153,0.1096177,0.09815053,0.40766963,-0.038644027,0.16540618,-0.24214692,0.21625032,-0.096592724,0.096386135,0.06492507,-0.35810858,0.03920968,0.22572173,-0.051515047,0.27152067,-0.5764016,0.0028871696,0.17468002,-0.19647662,-0.18447207,0.32580373,0.016969597,0.09355634,-0.2848458,-0.33311403,0.39725918,-0.12737456,0.3302695,0.29295093,0.2793689,0.20606324,-0.23119004,0.27827215,0.0007102485,-0.042848673,0.36275354,0.24147506,0.16859601,-0.1160291,-0.15617587,0.28756902,0.3179599,-0.013767591,0.076047614,-0.5139017,-0.050521743,0.5698811,0.008269592,-0.13878176,-0.15041956
FLAD1,0.16562699,-0.123173185,-0.13216193,-0.27561995,-0.17809796,0.045866728,0.03896993,0.13097166,0.36707166,0.2445739,0.37311012,0.35512674,-0.31144044,-0.30641904,-0.094067715,-0.28685054,-0.15913469,0.10053342,-0.16394636,0.122833416,-0.3550856,0.099697925,0.1752917,-0.056758143,0.25736606,0.5546117,-0.012307214,-0.15419888,-0.0124092745,-0.039889675,0.34391403,-0.028962411,0.034703698,0.007523978,0.18487944,0.298753,0.54507357,-0.1870263,-0.23517385,-0.07894846,-0.3460513,0.22421597,-0.0052426965,-0.22934833,0.14691179,-0.1403734,-0.013106446,0.28191397,-0.13031468,-0.20615248,0.24757925,-0.17521203,-0.037367232,-0.0543583,-0.062022563,0.07864445,-0.38844657,0.11521754,-0.08459381,-0.384866,0.17079248,-0.35518628,0.09420421,0.38650945,-0.23125154,0.0015494956,-0.20925835,0.16975994,0.0816001,0.12959813,-0.17637926,-0.014045097,-0.091127954,-0.17840439,0.16085562,-0.074619256,0.03958656,0.27286983,-0.36301342,0.26020548,0.0051097726,0.10859533,0.097269244,0.07664538,0.09756037,0.2512279,0.05495165,-0.29513642,0.0962397,-0.30619183,0.16027644,-0.04967811,-0.17145807,-0.17109826,-0.3401036,-0.085416995,-0.21864857,-0.1610522,0.22935775,0.002934586,0.4010093,0.19291689,-0.31053826,-0.0077067665,-0.23824091,0.04185098,0.16366735,0.2430048,-0.081882395,0.20051147,0.41399574,-0.3747592,-0.39773157,-0.018387068,-0.049953725,0.1621612,0.1790688,0.11165531,0.30055767,0.13151537,-0.026319465,-0.005540568,0.07066413,0.42599198,0.14578891,0.067483135,-0.33773887,0.15572588,0.059699938,0.012947871,-0.26117942,-0.031840883,-0.041622955,0.17406064,0.07523241,-0.08812551,-0.020116448,0.20494449,-0.13189936,-0.50669503,0.04663566,-0.04994832,0.0073095295,0.027404837,-0.06859137,0.21113074,-0.3642339,-0.055516936,-0.048915222,-0.06928985,-0.055458598,-0.011763077,0.33861884,-0.20639256,0.20785452,-0.257709,-0.11514638,-0.02961814,0.28068846,-0.3069274,-0.220059,-0.14291035,0.1698516,-0.15098464,0.17860833,-0.30083206,-0.045174222,-0.05986901,-0.38115165,-0.1341924,-0.022522897,-0.17856038,-0.013897461,0.46004578,-0.3496425,0.0171152,0.027412321,-0.3326675,0.011699318,-0.19495192,0.33888495,-0.07867184,-0.10058768,-0.20415166,0.120249845,0.020630237,0.19141978,0.022989076,0.16551006,-0.084872894,0.33144984,0.0068001715,0.37794337,0.3135441,-0.31036553,0.17993648,0.06886864,-0.10008571,-0.06944143,-0.043963294
FOXP3,0.1595095,0.17566693,0.1383809,-0.31843454,-0.22773772,-0.01446127,-0.037869293,-0.0996971,-0.029054424,-0.14467148,0.05743696,0.036035586,-0.36870888,-0.17325115,0.03912289,0.38632885,0.16836695,-0.088346064,-0.15375964,-0.22201927,-0.24705742,-0.13503067,-0.28775942,0.3711101,0.09508819,0.34534925,-0.04500095,0.34219715,0.17906156,0.118271135,0.11038285,0.23720433,0.42202923,0.4239681,-0.23951599,-0.13165458,0.2617429,0.31544766,-0.11942503,0.10310569,-0.2097835,-0.031968266,0.15989594,-0.029511599,0.3712027,0.03961073,0.091851175,-0.031043464,0.14449415,0.2072604,0.07484479,0.03882674,-0.2417831,-0.18418665,0.10654051,0.32418433,-0.09470027,0.036180563,-0.08025582,0.13007833,0.18243957,-0.03947085,-0.42024603,-0.105759434,0.33032146,-0.040882666,-0.16420904,0.16951069,0.28118947,-0.5938119,-0.059877403,0.28523666,-0.013883228,-0.21876703,0.1436538,0.13742697,-0.048697487,0.09466401,0.23362811,0.35389382,-0.07747217,0.055050217,0.09255703,0.40194306,-0.32490113,-0.04401353,-0.07090269,0.119343944,-0.18038952,-0.22274506,-0.27472243,-0.07567823,0.13671912,-0.026443975,-0.0396207,0.08758353,-0.13896377,0.031175725,-0.20634438,0.16249564,0.17204797,0.28352115,0.08385207,-0.21807201,-0.1919826,0.11844837,-0.21660103,-0.16967799,0.16195206,0.13533163,0.2122963,-0.33857143,-0.3151412,0.519678,0.20373316,0.19689874,0.2801557,0.24081327,-0.20757632,-0.09518387,-0.07136496,0.018519927,0.25373882,0.19357558,-0.08211279,0.118059665,-0.2791663,0.2926835,0.09295047,-0.0055436413,0.19661999,-0.53341734,0.0713323,0.24242988,-0.21585967,0.05253473,-0.11237223,-0.100158334,0.08638137,-0.4655969,0.38258713,0.20061548,0.06789149,0.33801168,-0.047507953,-0.34612224,0.40063852,0.34172404,0.20659214,0.046502005,-0.04596424,0.060254533,-0.21472017,0.0746881,0.07092411,-0.057148375,-0.21898936,0.03996281,-0.34549788,-0.27796715,0.32169807,-0.08665069,0.12619483,0.3649863,0.17045909,-0.338231,0.012006122,-0.2694975,0.11512749,-0.043049082,0.117262065,0.17810576,0.1360479,0.30316225,-0.28213143,0.07971377,-0.16219302,-0.2014472,-0.056336112,-0.27957642,-0.061437707,-0.01991828,-0.054203186,0.014866318,-0.31190744,0.24176982,-0.16814627,0.023965834,0.20789804,-0.058351226,-0.078492254,0.32260713,0.21275525,-0.19650918,-0.56579804,-0.12902014,-0.03381509,-0.13330896,-0.2273027,0.073850304
FOXRED2,0.073211536,-0.09584183,0.021746067,-0.2228093,0.017072072,0.08759739,-0.007156366,0.3247136,0.21964975,-0.0004717193,0.00905752,0.39751515,-0.1674539,0.37908217,-0.19209838,0.08940363,-0.03868769,0.19489038,0.095850945,0.13440597,-0.29369986,-0.080572076,0.1311356,0.07392606,0.29223168,-0.036834408,-0.037609145,-0.014944226,0.3162179,-0.07154214,0.25265163,-0.19939584,0.24999796,-0.06754146,-0.02717767,-0.21651575,-0.12462674,-0.17938782,-0.17258349,0.25106782,-0.05418877,-0.027014736,0.21045196,0.14538345,0.19015938,0.0040392186,-0.14047164,-0.024666581,-0.064991176,0.36346346,0.17953378,-0.12837212,0.09776865,0.35205105,-0.21580122,0.13861193,-0.20447657,-0.07522931,-0.108906,-0.34190422,0.054952014,-0.3171207,-0.15541898,-0.107521094,0.03123141,-0.09405411,0.13193385,0.04909627,-0.042869475,0.08469091,-0.06380359,0.40160942,-0.091705754,0.14927648,0.2920913,0.038632568,-0.060951628,0.40304682,-0.26418957,0.13435976,0.10860103,-0.3590631,-0.2816074,-0.012818084,-0.019200293,-0.057021484,0.024665736,-0.41070834,0.077891745,-0.2169068,0.06597437,-0.23291771,0.16267931,-0.32017252,-0.07774553,0.16963193,-0.47803503,-0.04123611,0.21513675,0.021322934,-0.06494215,-0.082453616,-0.14587991,-0.25144795,-0.00036173512,0.08935476,0.29377052,0.2557225,0.13345534,-0.22298086,0.39631975,-0.23975444,0.1635281,0.033031408,0.20469144,0.115773976,0.0033792155,-0.13334213,0.0005749625,-0.369066,-0.12813169,-0.15063705,0.1281159,0.35049793,-0.21452262,-0.08514296,-0.18481298,-0.11388335,0.19394992,-0.06707202,-0.18219662,0.14020023,-0.29682824,0.32687792,0.17719121,-0.08314698,-0.13317704,0.24034284,-0.12075521,-0.27741614,0.013557811,0.0898793,0.17366424,0.09371379,0.06653335,0.16900401,-0.1074019,0.15904154,-0.14137155,-0.024415424,-0.027462706,0.02763594,0.124747396,-0.1334294,0.15050893,0.2710025,0.24194543,0.06435036,0.22730519,0.004248818,-0.033163905,0.08624663,0.035749912,0.0011165508,0.078203,-0.4767531,0.04275433,-0.42702746,0.19940689,0.0970751,0.11507349,0.23725624,-0.022809772,0.29490402,-0.23812577,0.15203708,-0.083902314,-0.19052516,0.078383,-0.19886643,0.14984983,-0.20089857,-0.4181937,-0.0026350194,-0.006787134,0.09322126,0.080235116,-0.090478376,0.062134087,0.060812674,0.26853848,-0.35047734,0.38437647,0.033753358,0.12051677,-0.18772656,0.06822671,-0.23723616,-0.2091623,-0.15800172
FRAT1,0.18063809,0.258869,0.05015312,0.012645533,0.036971256,0.0942409,0.11317938,-0.072221965,0.14925434,0.18461074,-0.04111339,0.20897228,-0.040652562,0.06553461,0.010602441,0.14341572,0.14018403,-0.053304803,-0.09370754,0.30616373,-0.21441315,0.21756409,0.08797159,0.020829031,-0.07721221,0.10437783,0.070014276,-0.3253411,0.284256,0.013316913,0.31949586,-0.046196066,-0.024543472,-0.17711535,-0.06323186,0.0065361415,-0.19134043,-0.19531459,-0.34157893,-0.071780644,-0.203597,0.3143657,0.03789118,-0.28804228,0.42810696,0.14339663,-0.15614998,-0.32909724,0.05294278,0.22660875,-0.30704784,0.004108036,0.07308184,0.12822199,-0.044123497,0.16660279,0.10931187,-0.3031267,-0.2112059,-0.0650441,0.23462541,-0.35555658,-0.33137837,0.060237277,-0.0885405,-0.035843324,-0.19757289,-0.022663457,0.04145914,-0.110697635,-0.056802318,0.0050916453,-0.15749766,0.39738277,0.050071355,-0.13809283,0.19895107,0.091670364,0.3275207,0.30110255,-0.09557417,0.056834366,0.14929175,0.25797686,-0.11389961,0.123199776,-0.19257097,-0.14239958,-0.33301467,-0.029223604,0.07272527,0.32075956,-0.46704093,-0.07494658,-0.21764292,0.52636075,-0.06957832,-0.022384739,0.25342852,-0.039776485,0.010284863,0.032504,-0.19670922,-0.04994709,-0.000983013,-0.43531293,0.21497318,0.010407997,0.10181973,0.017519638,0.27745512,-0.2758697,0.056317624,0.064004555,0.05891104,-0.12861358,0.26636168,-0.1535332,-0.14946675,0.1477229,-0.32111314,-0.09288972,0.026598118,-0.35384846,0.0193017,-0.15965949,0.11762131,0.28157175,0.09059905,-0.0058941827,0.21273,-0.36306167,-0.07116606,0.56678027,-0.11213484,-0.32672793,0.12809294,-0.18530762,-0.08510673,-0.13396515,-0.11261032,-0.29567972,0.37369135,0.04044715,0.010764557,0.054905966,0.3541342,0.20322719,-0.14917351,0.16820143,0.040223617,-0.051002815,0.13853897,0.086323865,0.28670025,-0.13582498,0.17189416,0.034744456,-0.085160665,-0.20046978,-0.056928683,-0.013030761,-0.16747366,0.24231772,0.34320897,-0.32095167,-0.22039309,-0.13487875,0.12774853,0.15107104,0.1264978,0.061665837,0.16377024,0.32817143,-0.292611,0.09576152,-0.091354825,-0.036736686,0.0500261,-0.25658867,0.2371091,-0.11758268,-0.107688405,-0.18423195,-0.22485776,0.25744802,0.28497195,0.2081543,0.14773217,0.24235202,-0.031040631,-0.15698326,-0.1786451,0.20373237,-0.27562433,0.029147524,-0.059825815,-0.20388575,-0.12403727,-0.044679977
FRMPD4,-0.31699973,0.25578758,-0.09586238,-0.24359514,-0.084408715,0.08363808,0.22705942,-0.047077265,-0.031105826,-0.18214135,0.16214173,0.41661015,-0.27113414,0.31668982,0.10385051,0.055418853,-0.002653015,-0.0025041257,0.035058267,-0.010584971,-0.1030109,0.005990855,-0.017778756,-0.08839523,-0.38998184,-0.098552026,-0.2989205,0.08248097,0.0104653,-0.39278275,0.38322425,-0.054381326,0.3285712,-0.45724466,0.32062244,-0.12545227,0.1896594,0.05332574,-0.0012840377,0.05408269,0.1312643,-0.040892523,-0.15500946,0.011873577,0.25747225,0.0074346317,0.18200734,0.070477925,0.0709186,0.052352693,0.02276305,0.1453226,-0.1592706,0.18527184,-0.06426841,-0.050140582,-0.2286238,0.08641313,-0.3189012,-0.20737422,0.13835515,-0.3721879,-0.31076744,0.110972434,0.30071107,-0.362943,-0.17978354,-0.28563187,0.22521463,-0.05544103,0.023246434,0.20808187,0.19079335,-0.06017675,0.12492023,0.23602098,-0.0038040443,0.037722558,0.20486094,0.4873412,-0.32653847,-0.1109198,-0.27891114,0.11333842,-0.06764251,0.1318861,-0.01572063,-0.04783752,-0.03974119,0.15032561,0.019106535,0.2406694,0.07884277,-0.17462897,0.09151752,-0.19506916,-0.056879073,-0.122382335,0.035333302,0.4139007,0.32263553,0.21391739,-0.4605871,-0.3214793,-0.05850147,-0.1243032,0.27585512,0.022400655,0.20262428,-0.23433498,-0.035994913,-0.09879068,0.27380687,0.091079146,0.28045443,0.4019037,0.06878458,-0.043411344,-0.05182956,-0.2842388,-0.1973403,0.019684749,0.31397963,0.2844774,0.09573636,-0.19051284,-0.027464727,-0.27592912,-0.2312471,0.21492846,-0.009091298,-0.2588983,-0.2502388,0.042077675,0.2992195,-0.2398421,-0.15002313,0.27564275,-0.0337571,0.030913627,-0.050894782,0.45008102,0.08982145,0.095746726,0.08258525,-0.19437805,0.5434746,0.041340712,-0.060146227,0.0052238666,0.2516504,-0.25369966,-0.0065142275,-0.16192743,0.039501105,-0.28771478,-0.27920982,0.04544787,0.09619009,-0.012701044,0.031696267,0.012587146,-0.18949257,0.3224697,-0.056329116,-0.12898453,0.333531,-0.3137763,0.3315475,0.14461833,0.07969184,-0.07138516,0.15366408,-0.006210665,-0.11910728,0.19406013,-0.13360369,-0.12324421,0.24769841,-0.064273916,-0.32899076,-0.102780394,-0.26831204,0.23050134,-0.017767781,-0.017445873,-0.11072861,0.08763275,0.2883821,0.22053729,0.052502804,0.13534503,0.14834091,-0.046193175,-0.05636446,-0.22709739,0.036811996,-0.2751163,-0.017858,0.26544693
FRY,0.2598458,0.3044982,0.11212771,0.06879822,-0.13799606,0.06726519,0.124392234,-0.018855955,0.44085827,-0.03561796,-0.026171884,0.16889812,0.11045224,-0.049725335,0.12504423,-0.34284398,0.05151754,0.041702457,0.079977274,-0.29036,-0.10459944,0.084313616,-0.25384367,0.14629892,-0.21511403,0.061061706,-0.17849255,-0.41928652,-0.12934259,0.1340153,0.032727323,-0.09075918,0.087825656,0.2613121,0.054656167,-0.059337378,-0.04080041,-0.014535302,-0.40429497,-0.27685156,-0.10923016,0.20127344,0.095953375,-0.4748933,0.531797,-0.25763175,0.48382038,-0.11845024,-0.052728232,0.11682275,-0.10704887,-0.14951792,-0.33576676,0.21788357,0.037972648,-0.06427181,-0.002963656,-0.10928878,-0.02546909,-0.047440678,0.12869796,-0.22551726,0.1641436,-0.057388954,-0.05473137,0.075899296,0.169928,0.24922702,-0.13620582,0.10608915,0.13960463,-0.05551353,-0.17619869,0.48870254,0.29210937,0.11240465,0.1894766,0.2774924,0.099267535,0.18047671,-0.08075136,-0.3304151,-0.11358984,-0.09078883,0.02502098,-0.34482285,-0.0224346,-0.1505632,-0.3329265,-0.009304724,0.010363925,-0.21099386,-0.2925317,-0.02767242,0.21312058,-0.2513572,0.32981175,0.0010756484,-0.13972908,-0.008093469,0.4649642,-0.15409179,-0.15359662,0.09536927,-0.24081002,-0.19123375,0.3203314,0.2318682,-0.21760318,0.5320013,0.28556854,-0.040503718,0.14362052,0.100897916,0.12357342,-0.040712785,-0.021750657,-0.32004136,0.12255347,-0.25124577,-0.4172918,0.0799877,0.1236029,0.045555804,-0.020357417,0.048812,-0.0740089,0.19176297,-0.07213443,-0.09597535,-0.08963275,-0.14213464,-0.21868679,0.25036716,0.03674591,-0.2881189,-0.2387146,0.2090817,-0.20100532,-0.15632513,-0.07127522,0.3379576,0.16280812,0.08109402,-0.15534362,0.017775603,0.13174616,0.044861868,-0.1050302,0.1704399,-0.30235824,0.068839565,0.31456843,0.22887197,0.11285983,0.17295235,0.16347414,0.29827076,0.1814519,0.23128583,0.1296381,-0.26921594,-0.2659617,-0.20972183,0.12099623,-0.14868937,0.05238804,0.11626211,0.053799164,-0.25547004,0.2566965,0.051544387,0.06408742,0.30044436,-0.045055665,-0.21396288,0.20982789,0.26106745,-0.15611045,-0.10327402,0.032117132,-0.078114815,-0.060437143,0.20894036,0.20818985,0.023498515,0.3343936,0.025840804,0.28033984,-0.037356734,0.07031182,-0.018313922,-0.09917139,0.14983791,-0.028636588,-0.11101675,-0.14027159,0.09799003,-0.17135191,-0.2500963
FSD1L,0.116894886,0.19238894,0.17717326,0.03558918,0.22166693,0.12569076,0.061703365,-0.14150612,0.41253266,-0.04627801,0.10287261,0.4520613,-0.17806187,0.23444857,-0.23828703,0.0060434104,-0.191211,-0.08608993,0.04372098,-0.048404377,-0.15918574,-0.109678596,-0.22574121,-0.2560997,-0.01186292,-0.43390775,0.11326118,-0.019155758,-0.07703655,0.577992,0.32538384,0.007711228,0.20481925,0.3969909,-0.007816617,-0.27760726,0.15326954,0.002718185,-0.18700321,-0.15054369,-0.23749812,0.41464952,-0.035267577,-0.4384583,0.11674588,-0.25336206,0.19394979,0.41339278,0.05428155,0.13805689,-0.34591746,-0.1725547,-0.06715544,0.1534997,0.18535906,-0.074895404,-0.24108803,0.22915046,0.26132622,-0.37293792,-0.025426814,-0.33076236,0.3347574,0.40996936,0.16710615,0.26215696,0.02153228,0.08343401,0.28139302,0.075030625,0.2961833,-0.29637963,0.12784933,0.08072961,-0.15041809,-0.03997826,0.45491967,0.23970369,-0.10089209,0.026213922,0.16925843,-0.3210399,-0.30223805,-0.0013050871,0.0021114158,-0.24491279,-0.23360719,-0.32079837,-0.22583526,-0.08810085,0.36683595,-0.087120384,-0.0074055563,0.14858876,0.23871595,-0.30347115,0.012967694,-0.13613552,0.037350934,0.2723156,0.36265242,-0.16863959,-0.47970772,0.14509197,-0.38237575,-0.21738327,0.009927664,0.21226491,-0.2428662,0.124348685,0.41239893,0.3872758,0.21796952,0.08461722,0.1621623,0.16293871,-0.2640074,-0.14198215,0.27951145,-0.45857528,-0.20116226,0.44074833,-0.33513436,0.16658826,-0.28295332,-0.29991254,-0.09992838,0.2871473,0.18386473,-0.008707319,-0.14755988,-0.12937573,-0.33759245,0.1960905,0.39188835,0.13308875,-0.22949007,0.14869078,0.14896886,-0.5164176,-0.043867536,-0.021834996,-0.17409146,0.37919542,0.011455918,-0.03268005,0.05344248,0.06891568,0.15066433,0.4640048,-0.08388567,0.09333857,0.3245862,0.1473396,-0.2952713,0.12229949,0.15508097,0.17758444,-0.17417447,-0.16590971,0.124923326,0.059311807,-0.26532733,-0.13349506,-0.12655734,-0.06827134,-0.22467743,-0.09236569,-0.42506358,0.2027674,0.003706493,0.2685846,0.23737313,0.06815408,-0.012364973,0.029721795,0.073495224,-0.06411844,-0.0411876,0.1752345,0.13936906,-0.091986805,0.094908684,0.078537345,0.29034454,-0.046332005,-0.33494058,0.30047572,0.28063378,-0.2979986,0.12733516,0.29333553,0.27448267,-0.065378524,0.099459715,-0.14184614,-0.17681175,0.1278695,-0.14326915,0.07290019
FSTL3,0.101186305,-0.12354676,0.11494684,-0.2913081,0.0075573493,-0.102267615,-0.27191004,0.08912472,0.21789019,-0.018778084,0.15732782,0.16069023,0.07970306,-0.2616825,0.0018567662,0.1535702,-0.14766353,-0.027092738,0.19778517,0.071390234,-0.2314936,0.026866099,-0.12362704,0.11986589,0.23815925,0.0674615,-0.04517203,0.059666097,0.14616638,-0.04848252,0.06490965,0.029059745,-0.18378863,0.21167682,-0.04908629,-0.021976963,0.09027884,0.17030293,-0.4228842,0.007138566,-0.094076805,0.10320237,-0.15441139,-0.09718648,0.08291889,-0.13172698,0.30482233,-0.066221364,-0.18868448,-0.0657824,-0.08516373,-0.13049242,-0.2776185,0.0035293777,-0.21393095,-0.03409158,0.07215163,0.080805756,-0.28103408,-0.33932385,0.023616513,-0.1013242,-0.38900512,0.2374946,-0.12269055,-0.17913972,-0.18037245,-0.323182,0.24962638,-0.12558523,-0.24896754,0.003375205,0.1287846,-0.0453427,0.036613654,0.018309096,0.11669912,-0.030786697,0.32557118,0.11838644,0.058803767,0.0056903595,0.021593472,0.21521926,0.054351456,0.33346075,0.041410554,0.0871136,-0.2824365,-0.24439135,0.014940788,-0.11011738,-0.019234853,-0.3056794,-0.13838711,0.11336654,-0.023764823,0.12840709,0.18368052,0.19583969,0.47295994,0.058536496,0.0026015823,-0.2273532,0.009161555,-0.22132616,-0.12843278,0.30169955,0.06637038,0.0497322,0.095794275,-0.23460503,0.15148915,0.34024715,0.07352967,0.17471927,0.09549057,-0.029611321,0.104086496,0.023628384,0.24099648,0.01605074,0.17797822,0.15051991,-0.20819964,-0.08617902,-0.10215132,0.085167944,-0.097859986,-0.12696822,-0.25683275,-0.062262055,0.020261988,0.33370513,0.109498546,-0.31149483,0.089062095,0.045856107,0.1370403,-0.13068984,0.25376406,-0.07687934,0.29992458,0.19607101,0.06991304,0.05089906,0.12796193,-0.2846396,0.17796421,-0.17047247,-0.10962957,-0.03785232,0.10792183,-0.27505738,-0.10851523,-0.11669669,0.2547706,-0.3782605,-0.12315311,-0.055029865,-0.33682224,-0.04479252,-0.2318925,0.08456259,-0.01859727,-0.35720003,-0.040721297,-0.20684554,0.33105558,0.059236776,0.07480708,0.13304202,-0.20534053,0.18521355,-0.32001823,0.19433652,0.30964044,-0.2717388,0.19406816,-0.14772555,-0.015546752,-0.1526122,-0.13982241,-0.15087044,-0.108797364,0.5121418,-0.0021106657,-0.16733485,0.13151987,-0.1883797,0.33454537,-0.096458495,-0.061790846,0.106295034,-0.30709904,-0.08244965,-0.14169596,-0.2518444,0.08734579,-0.0139607685
